#{"t_start": 1672841643.1367772, "env_id": null}
r,l,t
1256,1145,80047.626219
151,164,80053.651432
344,351,80066.481665
1155,1154,80108.057751
155,164,80114.140335
123,132,80118.959425
1092,969,80153.614477
89,102,80157.334594
997,988,80193.060549
24,35,80194.387664
97,104,80198.206719
146,155,80203.910827
1102,995,80240.190988
322,325,80252.016082
20,39,80253.550083
1132,1013,80290.715311
1101,974,80326.896879
1091,966,80361.800558
373,398,80376.372187
50,63,80378.691949
98,111,80382.773139
1144,1029,80420.60461
1098,969,80455.670669
1087,970,80490.943283
274,289,80501.841606
1141,1014,80538.902378
149,164,80544.887788
715,710,80570.625712
1172,1043,80608.434506
1286,1173,80651.569685
1116,995,80687.536022
485,496,80705.793177
24,39,80707.266925
1060,931,80741.243237
1092,967,80776.434568
175,186,80783.264418
1135,1012,80820.607661
1115,998,80857.171967
1191,1070,80896.368912
1026,913,80929.999684
36,45,80931.811944
1215,1108,80972.106953
730,743,80999.107723
60,69,81001.717607
24,35,81002.997374
100,109,81007.143772
1073,948,81041.972964
1102,969,81077.39129
97,104,81081.301704
1079,966,81116.744324
1105,990,81153.116058
24,35,81154.43133
24,35,81155.79419
278,289,81166.601024
1112,995,81202.882959
10,21,81203.744385
11,22,81204.583433
1055,930,81238.504092
195,206,81245.927361
1203,1066,81284.983081
1083,952,81319.96699
1252,1143,81361.395015
82,95,81364.875933
1072,965,81400.693809
24,35,81401.976926
1149,1028,81439.848843
155,164,81445.960902
97,104,81449.744038
1292,1175,81492.98572
1104,987,81529.091958
667,658,81553.314651
1198,1095,81593.471719
152,161,81599.412059
1066,951,81633.933113
597,602,81655.871966
71,84,81659.023252
1093,964,81694.245456
1056,925,81728.147825
675,672,81752.684976
1115,1010,81789.162845
118,125,81793.797866
1129,1028,81830.723923
1107,1102,81870.630718
93,102,81874.332231
1126,1005,81911.101106
1071,950,81945.237036
214,227,81953.616892
1044,923,81987.275825
1105,1000,82023.496541
1115,1008,82060.232632
625,630,82083.046891
1068,945,82117.095411
1096,983,82152.674063
540,539,82172.126104
933,924,82205.60284
1075,950,82240.066954
89,102,82243.820356
100,111,82247.894688
1091,996,82283.981473
72,79,82286.851349
1097,966,82322.224554
1074,949,82356.850372
110,117,82361.152888
41,50,82363.04423
1058,943,82397.255283
1100,967,82432.278776
156,167,82438.435607
1164,1035,82476.043645
1061,964,82511.041492
1064,965,82546.08563
1100,983,82581.725783
865,848,82612.255987
1128,1001,82648.63645
821,818,82678.490858
79,88,82681.697505
60,69,82684.243306
1123,992,82720.465259
51,60,82722.694792
54,63,82724.995384
1144,1029,82762.325708
1052,943,82796.308726
1082,965,82831.481991
1045,1042,82869.316061
1121,1004,82905.772552
289,292,82916.435699
73,82,82919.485696
333,336,82931.621201
95,102,82935.329806
9,20,82936.084526
851,848,82967.143424
1040,927,83000.834321
1080,955,83035.531023
46,55,83037.61584
1088,967,83072.569896
158,163,83078.466151
82,93,83081.789357
1123,998,83118.092593
85,102,83121.82157
1122,989,83157.592946
1052,937,83191.773884
24,39,83193.274192
138,147,83198.581614
1065,944,83232.943174
466,477,83250.539134
89,102,83254.256949
1107,986,83290.309688
1061,956,83325.316734
394,401,83339.917241
216,227,83348.237395
1023,910,83381.211478
154,161,83387.185235
100,107,83391.180753
1058,941,83425.480022
1226,1097,83465.512835
1133,1022,83502.876243
1063,944,83537.370352
24,39,83538.91712
214,223,83547.08014
1094,969,83582.474759
64,73,83585.162059
1057,1056,83623.692769
37,46,83625.465748
1104,983,83661.201942
362,365,83674.580648
1062,953,83709.148729
1136,1029,83749.689607
1068,953,83785.866309
1063,938,83821.156468
66,75,83824.080558
1146,1027,83862.813422
1037,944,83897.540603
1155,1034,83935.204607
132,139,83940.327363
334,333,83952.552766
1087,966,83987.664407
1066,965,84023.092643
1138,1029,84060.902957
1071,948,84095.624641
216,227,84103.883452
165,170,84109.984696
1116,997,84146.529191
1122,997,84182.989194
650,655,84207.137148
93,102,84210.969448
1181,1070,84250.088175
65,74,84252.91906
162,175,84259.546793
1069,940,84293.778452
97,102,84297.441927
1066,937,84331.51801
1100,981,84367.97469
360,361,84381.225969
1065,944,84416.547966
163,174,84422.951826
91,102,84426.848126
1123,996,84463.157265
702,719,84489.494462
1123,1002,84526.110851
1077,968,84561.316053
905,920,84594.794664
176,185,84601.606744
124,131,84606.383114
50,59,84608.62671
788,789,84637.538009
1050,935,84671.869121
1207,1102,84712.060372
1074,953,84746.996768
1064,945,84781.667287
236,241,84790.522889
92,109,84794.463999
218,227,84802.868319
1053,940,84837.260428
243,250,84846.535663
1048,941,84880.896311
1157,1056,84919.547567
1059,954,84954.810665
1109,996,84990.997524
1158,1043,85029.281496
1200,1101,85069.542464
599,600,85091.613984
813,804,85121.400689
314,315,85132.904015
1054,1077,85172.248901
192,205,85179.823591
1237,1116,85220.481097
1168,1051,85259.073034
1002,879,85291.208896
24,39,85292.629816
1193,1098,85332.510029
1101,990,85368.876258
1084,993,85404.853874
1049,1054,85443.466031
658,669,85468.204798
82,91,85471.580174
503,500,85489.88606
1004,901,85523.082242
891,910,85556.507797
947,948,85590.864695
1111,990,85627.290713
1079,956,85662.700211
1091,980,85698.696019
1185,1092,85738.377563
1076,961,85772.905423
1014,893,85805.226562
107,120,85809.657355
978,989,85845.411484
1087,986,85880.945857
470,467,85897.970317
1135,1016,85935.420461
1042,931,85969.688735
1064,945,86004.095587
1060,943,86038.208763
1215,1088,86078.261101
304,309,86089.683457
33,42,86091.256815
102,115,86095.603326
1177,1054,86134.762183
83,96,86138.290202
1095,988,86174.669995
1026,1039,86212.606672
64,77,86215.585008
1056,1061,86254.979021
1091,964,86290.744747
1095,978,86327.176824
433,470,86344.819711
1148,1019,86382.94528
516,531,86402.842999
1158,1043,86441.707493
1262,1147,86483.445827
1064,945,86517.357752
1050,943,86551.010174
1213,1094,86589.769694
1024,909,86621.537861
1014,901,86652.786712
717,714,86677.456204
1134,1029,86713.307326
11,22,86714.078573
24,39,86715.506148
308,311,86726.412153
1086,963,86759.978093
463,468,86776.428794
1193,1084,86814.304641
353,358,86826.845051
1042,931,86859.41156
96,103,86863.058991
1086,961,86896.803552
1074,959,86930.42795
112,119,86934.628818
52,67,86937.055641
24,35,86938.345212
1091,964,86972.765569
715,730,86998.685902
71,84,87001.760168
1103,988,87036.921559
1058,965,87071.419469
1093,982,87106.533022
1052,943,87140.206217
1089,972,87174.86529
1089,964,87208.267475
12,23,87209.047049
1112,987,87243.58436
540,539,87262.451531
1124,1019,87297.908166
24,39,87299.243608
1077,960,87332.837774
11,22,87333.684557
1237,1120,87372.80425
1146,1017,87408.196249
1168,1069,87445.456838
341,346,87457.491699
42,51,87459.313145
827,818,87488.135075
9,20,87488.862294
1067,948,87522.644286
1180,1051,87562.18641
972,977,87596.227651
1140,1011,87631.628172
1222,1121,87670.590672
1108,987,87705.351864
1060,941,87738.004627
1165,1046,87774.50499
1087,964,87807.962542
1069,956,87841.13123
1137,1026,87876.770109
1215,1100,87915.058841
1164,1041,87951.302109
66,75,87953.942454
837,852,87983.604111
17,28,87984.633739
1163,1046,88021.823621
1049,934,88054.340481
1105,980,88088.440922
1070,961,88122.095849
1148,1015,88157.418434
104,117,88161.464297
1061,936,88194.016033
1053,928,88226.196667
13,24,88227.076106
1137,1014,88262.367335
1078,967,88296.027582
9,20,88296.788982
13,24,88297.663308
197,214,88305.123662
1101,966,88338.840198
1129,998,88373.552217
1078,945,88406.894323
10,21,88407.70834
9,20,88408.438955
1080,959,88441.786444
949,934,88474.398383
1087,976,88508.4618
1276,1149,88548.308395
1203,1086,88586.137222
1098,989,88620.635008
1060,931,88652.923046
226,227,88660.783514
1032,1025,88696.665348
9,20,88697.387334
28,39,88698.727798
1209,1080,88736.276334
1087,990,88770.770431
475,486,88787.577454
13,24,88788.460279
28,39,88789.869833
1139,1054,88826.45069
1143,1028,88862.189357
1112,1011,88897.417262
1093,972,88931.287857
1130,1011,88966.568227
59,68,88968.94831
1134,1013,89004.142828
1095,968,89037.75321
1102,973,89071.720988
98,103,89075.291717
1071,956,89108.497463
1186,1059,89145.47401
28,39,89146.927532
1105,976,89180.911197
1184,1173,89221.699673
1223,1106,89260.394292
1088,963,89294.191605
1163,1034,89330.1941
1073,964,89363.65537
1120,997,89398.354964
1157,1028,89434.26754
1115,996,89468.876265
1056,943,89501.781876
1055,938,89534.368646
1097,980,89568.540543
1107,972,89602.572913
159,166,89608.413014
9,20,89609.143285
19,30,89610.207735
173,176,89616.372915
1042,937,89649.035055
1080,969,89682.752616
1146,1027,89718.530408
1130,1013,89753.804955
1130,1001,89788.692096
1059,938,89821.4953
315,320,89832.780472
1102,977,89866.816531
871,860,89896.692078
24,35,89897.952862
1100,993,89932.434947
1069,946,89965.38463
1085,974,89999.294466
1006,899,90030.775373
677,668,90054.122888
1058,1103,90092.537954
1078,957,90125.98689
1156,1041,90162.137735
1175,1066,90199.551786
1078,959,90232.996331
1106,975,90266.883495
1085,956,90300.162813
1051,928,90332.563204
1241,1118,90371.447913
1072,943,90404.327355
55,64,90406.612403
1116,995,90441.317308
443,468,90457.610965
483,480,90474.395579
1125,996,90509.082308
1124,991,90543.767693
1092,981,90577.926338
1105,1002,90612.754175
21,36,90614.067972
56,65,90616.453284
1128,993,90651.195091
1247,1132,90690.80264
739,742,90716.648381
1170,1043,90753.108914
1104,993,90787.874919
1112,989,90822.363292
1182,1063,90859.467475
1103,974,90893.537576
1085,950,90926.703952
1201,1070,90964.04314
93,102,90967.608771
23,38,90969.030286
328,337,90980.842177
1119,990,91015.340807
1084,973,91049.143529
1093,968,91082.838316
1171,1050,91119.767947
1104,993,91154.37367
1090,969,91188.216619
627,628,91210.195356
536,525,91228.526618
106,113,91232.474344
1099,990,91266.99578
1072,945,91299.902439
1078,961,91333.340605
1064,1057,91370.267389
1150,1019,91405.77123
1193,1082,91443.79072
1098,971,91477.570313
1066,953,91510.660854
87,98,91514.05699
1225,1110,91553.626006
37,46,91555.305643
1069,950,91589.516986
1051,932,91623.454068
1123,992,91657.983269
1094,973,91691.837095
1068,963,91725.393459
1130,1005,91760.451904
1129,1002,91795.534946
1044,915,91827.326967
939,942,91860.22317
1104,983,91894.605654
1061,948,91927.761842
1091,964,91961.289965
10,21,91962.035191
24,39,91963.442195
1090,961,91997.281667
1098,979,92031.444473
1123,1000,92066.324969
892,895,92097.464746
1091,976,92131.497562
1097,978,92165.752609
1132,1015,92201.266489
1179,1056,92238.148303
1132,1009,92273.426409
1091,980,92307.736696
159,166,92313.519093
1072,959,92347.056522
172,175,92353.267734
52,67,92355.680944
1120,987,92390.056937
65,72,92392.606796
1211,1214,92435.005043
1083,962,92468.601374
360,361,92481.285189
1039,918,92513.28563
1087,966,92546.949444
52,61,92549.061385
1129,1002,92583.825478
364,391,92597.439672
1075,946,92630.631912
24,35,92631.823169
80,89,92635.015922
1066,943,92667.740175
1066,953,92701.029671
1103,978,92735.078218
1110,991,92769.666431
1119,990,92804.166194
1057,946,92837.28997
95,102,92840.881683
1117,988,92875.257792
1145,1022,92911.206729
378,381,92924.519359
1224,1099,92962.696368
1198,1087,93000.455967
193,216,93007.933192
1073,960,93041.373492
24,35,93042.569692
1111,986,93076.965435
1174,1045,93113.376618
1084,971,93147.197181
1093,974,93181.092573
1198,1085,93218.979237
1133,1020,93254.91887
1092,967,93288.725459
1194,1077,93326.207613
1150,1049,93362.778439
1161,1036,93398.907855
1181,1048,93435.4289
1250,1125,93474.525642
229,236,93482.764264
1133,1014,93518.071098
1173,1062,93555.015721
1104,977,93588.971986
93,102,93592.587197
1091,972,93626.484222
287,296,93636.837992
1087,980,93671.019455
1072,951,93704.227613
1007,996,93738.9347
1106,999,93773.941247
1147,1028,93810.112976
1120,993,93844.707274
1203,1078,93882.174037
1152,1025,93917.85616
1136,1051,93954.441899
1079,970,93988.301347
541,540,94007.141057
1005,1000,94042.030334
1101,970,94075.780025
1088,973,94109.69855
72,83,94112.607161
89,102,94116.250072
262,267,94125.485886
1073,982,94159.883446
1117,994,94194.637126
1072,969,94228.538575
24,35,94229.726749
1060,947,94262.798336
1116,993,94297.454397
55,64,94299.773489
1053,932,94332.256848
1179,1100,94370.466673
1133,1034,94406.536094
69,82,94409.423943
1071,938,94442.110389
1115,980,94476.088698
934,931,94508.408022
1111,1002,94543.215922
35,44,94544.767884
1145,1040,94580.875539
1271,1148,94620.870269
218,227,94628.911454
1104,989,94663.308432
74,87,94666.380188
1069,954,94699.587361
1019,894,94732.674435
1130,1013,94770.002908
1099,976,94804.127166
1078,959,94837.624789
619,618,94859.245362
864,863,94889.403425
1145,1028,94925.789381
1131,1026,94961.658943
1093,1102,95000.228321
1210,1103,95038.675086
622,617,95060.257378
1138,1017,95095.65396
599,592,95116.381302
1169,1046,95153.113605
214,227,95161.080219
1055,950,95194.216751
206,227,95202.333439
90,99,95205.830652
142,151,95211.064584
66,79,95214.296298
912,931,95247.179341
1075,974,95281.159347
1125,1024,95316.905397
1107,976,95350.939217
1115,996,95385.841007
1105,974,95419.920999
859,854,95449.751862
1014,889,95480.989776
1282,1181,95522.226623
1065,956,95555.573568
1087,962,95589.129166
1069,948,95622.437252
510,515,95640.530338
1120,1017,95676.132751
1149,1034,95712.233883
1129,1008,95747.37863
992,1011,95782.628778
127,132,95787.27921
250,259,95796.28766
117,122,95800.720327
155,164,95806.536621
1112,983,95840.923683
560,575,95860.976081
1133,1016,95896.47999
1008,1017,95932.11647
748,767,95958.91395
372,371,95971.936356
1059,956,96005.290106
718,727,96030.712008
515,516,96048.673502
33,44,96050.240122
495,494,96067.458458
1141,1052,96104.090367
1103,982,96138.499371
247,252,96147.321526
9,20,96148.052151
1194,1067,96185.345145
52,65,96187.61928
239,244,96196.129924
1116,1017,96231.662516
28,39,96233.112092
1083,958,96266.531486
1264,1159,96306.972493
280,289,96317.048412
1151,1038,96353.285578
1079,950,96386.403058
1063,952,96419.53058
867,876,96450.330589
321,316,96461.514958
28,39,96462.948815
452,451,96478.725544
427,416,96493.254266
872,869,96523.922848
1095,966,96557.877722
693,696,96582.178375
1076,953,96615.4958
446,447,96631.094671
13,24,96631.955862
1084,951,96665.003445
865,862,96695.125517
104,113,96699.140844
359,362,96711.890109
1052,1043,96748.283206
917,914,96780.17581
508,507,96798.00586
1141,1028,96833.82864
1042,941,96866.621402
1125,1016,96902.002905
89,98,96905.481306
1062,951,96938.756998
1116,985,96973.19818
1202,1101,97011.885244
24,39,97013.267196
1156,1027,97049.170697
1209,1086,97087.213769
1145,1024,97122.958864
1229,1132,97162.466398
570,581,97182.749448
1074,1075,97220.304399
1242,1135,97259.853092
1115,994,97294.671668
35,44,97296.24429
8,19,97296.961351
117,122,97301.191131
39,48,97302.928996
1000,997,97337.871475
1120,1005,97373.123921
1109,986,97407.858556
1185,1060,97444.867354
501,496,97462.2025
222,233,97470.337301
109,116,97474.399636
1112,987,97509.078883
145,158,97514.703645
1164,1047,97551.185608
1063,950,97584.558097
1130,997,97619.439715
114,121,97623.691171
1101,974,97657.695601
1165,1038,97693.895386
1099,968,97727.801282
99,112,97731.732506
1117,996,97766.664967
1053,936,97799.351512
1152,1145,97839.556418
1065,1050,97876.406746
1061,938,97909.354449
24,39,97910.701255
1073,1086,97948.858105
1131,1004,97984.003531
1153,1022,98019.598963
1086,953,98052.933535
1119,996,98087.924063
85,102,98091.502542
1071,952,98124.785323
47,56,98126.79328
960,977,98160.998625
71,80,98163.814116
1161,1034,98199.89885
1105,990,98234.516475
119,128,98239.071743
1043,934,98272.255786
1048,941,98305.360476
977,986,98339.863474
1188,1087,98377.744758
1062,953,98411.111913
1116,1003,98445.98296
91,102,98449.61111
121,132,98454.302641
1073,960,98487.751853
980,977,98521.909544
1152,1059,98558.971666
1051,938,98591.770028
44,53,98593.730501
1145,1026,98629.477176
1060,959,98662.931444
1066,945,98695.930847
1070,975,98730.00167
868,875,98760.541074
1091,994,98795.275827
1254,1139,98835.79522
1100,995,98870.67698
1037,942,98903.511362
1145,1026,98939.365345
310,315,98950.393422
762,759,98976.810124
1013,996,99011.529468
58,75,99014.216588
1125,1016,99049.626078
1031,926,99081.833339
1089,968,99115.637371
597,602,99136.776551
175,190,99143.45421
1226,1227,99186.299631
317,316,99197.322591
1237,1132,99237.057423
33,42,99238.66541
1206,1089,99276.580069
1071,956,99309.923198
1164,1049,99346.345554
1066,943,99379.347897
814,811,99407.733017
1156,1029,99443.614643
1024,909,99475.343901
1103,994,99510.236327
146,163,99515.885861
1194,1067,99553.138091
248,267,99562.426602
1142,1043,99598.869201
1105,984,99633.1126
447,440,99648.582484
102,107,99652.312166
278,291,99662.594052
1065,968,99696.397529
1149,1020,99732.042675
1106,987,99766.573357
1072,949,99799.710025
48,57,99801.703589
1196,1065,99838.922299
4,15,99839.431189
1061,940,99872.319486
1087,950,99905.601539
1118,1001,99940.544156
13,24,99941.412734
1122,997,99976.174748
1129,1046,100012.56213
1125,1026,100048.27106
321,326,100059.715465
1090,959,100093.150724
1172,1065,100130.59589
1128,1017,100166.090425
1059,946,100199.05378
1188,1071,100236.368431
1052,943,100269.418051
1167,1044,100305.919895
1063,940,100338.818367
1094,977,100372.994392
1165,1038,100409.10127
1030,929,100441.435359
1091,966,100475.173519
1111,1004,100510.283812
1200,1103,100548.736195
24,35,100549.998499
1126,1009,100585.082684
1165,1040,100621.359277
1107,998,100656.175611
1185,1072,100693.547493
595,606,100714.568538
1070,941,100747.42315
1070,953,100780.588621
678,671,100803.962761
1065,940,100836.770579
752,755,100863.105381
1074,947,100896.240545
