#{"t_start": 1672841643.1367772, "env_id": null}
r,l,t
6,17,12141.788188
116,129,12147.393098
9,20,12148.130065
92,105,12151.95013
113,130,12156.677079
108,127,12161.310449
8,19,12162.039835
189,202,12169.604435
47,56,12171.742824
12,23,12172.563051
114,131,12177.527644
8,19,12178.311086
17,28,12179.36144
115,128,12184.221195
11,22,12185.021461
109,122,12189.681359
9,20,12190.480393
28,39,12191.958245
28,39,12193.355167
24,35,12194.703765
28,39,12196.196067
234,251,12205.763834
55,64,12208.166427
211,232,12216.714451
18,33,12217.988741
11,22,12218.821206
10,21,12219.687163
89,102,12223.393046
-1,14,12223.972238
378,397,12238.47329
111,128,12243.011619
214,231,12251.366478
135,150,12256.618536
55,64,12259.025819
28,39,12260.476681
143,158,12266.131007
107,120,12270.506515
243,258,12279.815757
139,154,12285.29068
22,33,12286.533869
218,231,12294.770031
65,74,12297.485939
228,245,12306.21515
230,247,12315.161792
89,102,12318.895009
94,107,12322.79256
8,19,12323.533889
111,132,12328.412138
93,106,12332.220801
56,67,12334.785941
205,218,12342.690696
9,20,12343.426902
24,35,12344.71858
125,136,12349.650962
92,105,12353.582349
82,91,12356.802154
222,239,12365.377579
96,105,12369.131277
10,21,12369.952905
22,33,12371.163511
14,25,12372.089452
13,24,12373.015413
28,39,12374.464421
18,29,12375.509639
9,20,12376.277723
104,117,12380.542463
130,145,12385.851841
10,21,12386.641695
242,255,12395.753978
55,64,12398.171112
386,405,12412.702005
9,20,12413.493658
116,129,12418.150875
117,126,12422.8813
89,102,12426.599637
89,102,12430.356161
186,199,12437.447824
85,102,12441.286619
109,122,12445.689975
136,151,12451.110748
116,129,12455.815506
92,105,12459.786941
28,39,12461.164732
109,122,12465.630964
115,132,12470.38578
94,107,12474.372349
112,129,12479.038816
117,126,12483.51667
196,205,12491.005205
87,100,12494.616456
234,255,12503.654566
173,186,12510.449499
11,22,12511.219833
168,181,12517.940089
89,102,12521.653808
17,28,12522.709734
9,20,12523.431139
136,147,12528.871756
107,116,12533.046175
209,230,12541.37064
96,109,12545.379826
11,22,12546.237735
364,381,12559.991423
88,95,12563.509691
57,66,12565.988999
13,24,12566.877888
52,67,12569.264718
14,25,12570.284669
110,123,12574.645892
12,23,12575.582902
88,109,12579.657271
28,39,12581.157451
89,102,12584.865528
10,21,12585.644755
6,17,12586.281169
74,87,12589.476507
182,195,12596.580419
13,24,12597.489965
12,23,12598.318537
56,67,12600.794918
227,248,12609.684381
106,123,12614.188161
14,25,12615.116614
11,22,12616.010293
79,92,12619.386774
14,25,12620.306876
14,25,12621.240792
89,102,12625.024849
89,102,12628.716475
145,156,12634.445285
93,102,12638.263412
12,23,12639.069066
132,147,12644.444576
113,126,12649.201739
105,122,12653.712425
351,372,12667.358175
11,22,12668.273904
106,119,12672.650366
93,106,12676.590177
78,91,12679.939877
15,26,12680.884842
14,25,12681.848243
81,98,12685.602413
62,75,12688.399574
13,24,12689.336421
7,18,12690.002241
319,340,12702.580616
240,257,12712.291969
9,20,12713.046209
48,61,12715.391168
210,227,12723.871739
1,12,12724.342648
15,26,12725.325328
8,19,12726.076484
234,249,12735.286672
12,23,12736.192131
12,23,12737.009438
138,147,12742.607782
28,39,12744.091722
28,39,12745.640866
89,102,12749.38655
9,20,12750.180867
9,20,12750.970639
113,122,12755.555089
21,32,12756.783739
216,233,12765.541579
24,35,12766.939582
9,20,12767.706782
9,20,12768.463519
119,132,12773.399452
349,370,12787.086026
113,126,12791.812348
11,22,12792.604816
133,148,12798.224123
98,107,12802.377172
135,150,12808.070632
12,23,12808.968051
9,20,12809.768841
12,23,12810.69623
60,69,12813.252656
72,81,12816.253029
119,142,12821.585417
13,24,12822.489387
352,369,12836.02011
203,216,12843.766434
114,131,12848.513132
108,121,12852.88441
155,170,12859.063523
130,141,12864.183084
28,39,12865.677691
93,106,12869.485418
114,137,12874.377739
19,30,12875.557123
44,55,12877.668953
69,90,12880.942159
91,98,12884.530385
9,20,12885.279059
11,22,12886.047071
10,25,12886.995767
209,222,12895.148719
187,200,12902.37237
9,20,12903.148405
112,125,12907.685961
13,24,12908.595627
7,18,12909.328066
118,131,12914.077152
1,12,12914.56539
104,121,12919.215493
15,26,12920.165893
111,124,12924.820397
9,20,12925.557197
145,152,12931.138786
10,21,12931.92057
16,27,12932.984235
7,18,12933.695161
9,20,12934.443447
8,19,12935.098459
359,380,12949.018761
6,17,12949.749855
138,153,12955.357658
89,102,12959.104353
99,112,12963.313812
27,38,12964.802788
118,131,12969.53828
79,92,12972.89014
12,23,12973.715005
19,30,12974.907979
117,130,12979.770334
83,96,12983.217201
143,150,12988.839735
149,164,12994.813021
237,254,13004.183128
95,108,13008.298281
390,421,13023.477686
237,248,13032.496377
227,244,13041.216095
9,20,13041.949369
10,21,13042.725817
224,241,13051.469326
109,122,13055.865882
203,220,13063.804363
106,119,13068.24286
89,102,13071.9602
28,39,13073.410942
28,39,13074.745795
98,111,13078.741622
3,18,13079.452236
28,39,13080.888976
15,26,13081.922412
11,22,13082.7076
103,116,13086.807788
5,16,13087.455169
22,33,13088.691075
16,27,13089.640985
116,129,13094.283224
379,402,13108.65629
28,39,13110.126017
244,257,13119.420345
116,129,13124.022387
116,129,13128.6535
21,32,13129.813225
9,20,13130.590273
11,22,13131.409293
109,122,13135.835859
95,104,13139.544622
28,39,13140.934166
236,253,13150.049893
117,130,13154.546072
13,24,13155.466423
89,102,13159.186635
107,120,13163.550629
119,132,13168.282298
23,34,13169.516777
10,21,13170.267682
73,86,13173.464605
115,132,13178.290165
12,23,13179.193337
28,39,13180.585799
9,20,13181.332186
95,108,13185.189249
25,36,13186.494146
22,33,13187.813951
376,397,13202.135443
12,23,13203.003318
93,110,13206.838444
60,73,13209.518007
106,119,13213.863648
101,114,13218.007432
112,125,13222.517346
19,30,13223.584979
22,33,13224.889263
89,102,13228.507401
1,12,13228.990629
18,29,13230.062625
28,39,13231.496562
28,39,13232.965599
10,21,13233.68871
185,198,13240.842765
216,227,13248.920014
70,79,13251.830993
28,39,13253.289495
98,111,13257.34461
141,154,13262.890121
11,22,13263.798298
26,37,13265.143248
19,30,13266.21725
443,448,13282.32991
28,39,13283.7499
16,27,13284.777473
46,55,13286.86401
9,20,13287.631391
134,145,13292.886383
8,19,13293.595753
89,98,13297.159808
22,33,13298.382953
222,239,13306.98138
113,126,13311.506702
11,22,13312.305033
10,21,13313.078475
11,22,13313.947915
116,123,13318.367407
25,36,13319.749253
8,19,13320.394704
11,22,13321.273878
8,19,13322.005312
26,37,13323.370691
222,239,13331.984135
248,257,13341.208882
100,113,13345.365012
71,80,13348.305765
53,66,13350.636527
21,32,13351.820851
241,254,13360.986214
180,189,13367.83679
28,39,13369.336034
11,22,13370.231301
102,119,13374.55679
225,242,13383.414802
115,128,13387.966413
8,19,13388.721229
19,30,13389.800034
350,367,13403.000427
220,237,13411.589545
27,38,13412.9953
14,25,13413.85534
209,222,13421.921284
9,20,13422.670195
22,33,13423.903093
214,227,13432.067063
331,352,13444.677989
357,374,13458.025775
28,39,13459.506543
11,22,13460.256064
26,37,13461.6001
9,20,13462.386501
187,196,13469.368794
74,83,13472.33867
96,113,13476.442899
221,234,13484.822916
105,118,13489.026355
9,20,13489.806703
10,21,13490.649478
113,126,13495.166701
9,20,13495.975756
13,24,13496.842893
18,29,13497.920612
108,121,13502.305905
116,129,13506.908187
116,129,13511.605604
113,126,13516.265545
588,605,13537.949333
89,102,13541.560915
389,408,13556.155861
9,20,13556.879453
111,124,13561.351253
223,240,13570.044884
90,103,13573.764521
132,147,13579.042114
106,119,13583.401064
89,102,13587.074328
11,22,13587.93074
9,20,13588.69547
9,20,13589.471451
75,88,13592.638094
16,27,13593.560377
111,124,13598.045604
335,352,13610.789085
10,25,13611.816669
89,102,13615.412474
8,19,13616.158751
15,26,13617.133189
60,69,13619.815218
10,21,13620.61665
89,102,13624.365881
60,69,13627.025593
225,242,13635.854563
214,227,13644.206132
113,126,13648.925607
254,269,13658.847199
17,28,13659.875571
89,102,13663.475343
92,109,13667.446042
89,102,13671.226339
12,23,13672.155325
104,113,13676.204083
174,187,13683.223922
6,17,13683.847795
58,69,13686.391749
183,192,13693.467086
29,40,13695.011089
94,107,13699.040381
14,25,13699.996367
216,227,13708.342057
16,27,13709.370796
9,20,13710.106612
90,103,13713.911689
112,127,13718.604414
11,22,13719.483274
8,19,13720.131552
26,37,13721.639973
28,39,13723.068538
18,29,13724.311689
10,21,13725.097089
9,20,13725.856629
64,73,13728.569912
95,104,13732.494312
62,71,13735.073388
8,19,13735.831748
12,23,13736.659443
89,102,13740.488978
25,36,13741.881814
89,102,13745.683636
157,164,13751.662734
7,18,13752.408585
363,380,13766.317838
85,102,13769.975313
57,66,13772.387239
17,28,13773.464226
210,227,13781.968052
13,24,13782.870539
125,136,13787.794147
73,98,13791.361702
8,19,13792.126003
460,477,13809.542884
115,132,13814.3751
8,19,13815.145552
328,341,13827.66081
81,102,13831.445189
95,104,13835.211374
85,102,13838.915061
90,103,13842.772039
12,23,13843.658024
345,358,13856.687186
452,477,13874.235903
59,68,13876.75778
113,124,13881.20787
14,25,13882.189636
99,108,13886.35091
115,128,13891.077746
81,106,13894.892509
43,52,13896.780374
11,22,13897.673302
8,19,13898.367998
680,713,13924.463652
10,21,13925.25466
356,379,13939.210578
131,142,13944.268059
9,20,13945.061504
214,227,13953.358922
95,108,13957.556526
116,129,13962.31884
81,102,13966.138362
206,227,13974.375421
11,22,13975.323142
66,75,13978.197948
17,28,13979.246814
89,102,13982.986748
115,128,13987.863148
215,232,13996.537711
111,128,14001.347667
93,102,14005.258044
28,39,14006.74682
1,12,14007.297592
61,70,14010.185276
67,84,14013.122845
9,20,14013.863853
328,349,14026.271848
267,280,14036.389919
215,228,14044.64831
708,731,14071.071253
122,137,14075.897746
510,537,14095.33678
115,120,14099.682863
259,274,14109.648634
89,102,14113.361981
28,39,14114.887371
93,100,14118.430576
93,102,14122.146714
458,477,14139.126436
493,504,14157.231148
329,350,14169.719282
10,21,14170.573306
8,19,14171.213567
88,101,14175.008108
157,166,14180.991075
114,131,14185.764794
210,227,14193.98018
85,102,14197.597668
64,85,14200.673461
100,113,14204.91554
112,129,14209.593847
702,727,14235.526433
114,131,14240.089334
120,129,14244.828686
93,106,14248.641497
219,232,14256.915006
210,227,14265.176153
28,39,14266.704698
90,103,14270.374581
113,130,14275.190566
105,118,14279.388211
214,227,14287.6636
9,20,14288.439638
9,20,14289.220137
553,568,14309.691092
309,330,14321.48268
241,256,14330.595465
239,254,14339.606109
24,39,14341.061174
111,124,14345.485838
134,145,14350.715631
9,20,14351.452621
62,83,14354.430345
58,67,14356.923768
59,68,14359.326924
89,102,14362.993403
89,102,14366.70178
14,25,14367.649898
6,17,14368.28361
224,239,14376.971732
193,210,14384.420217
161,174,14390.668363
110,123,14395.056116
189,218,14402.808259
482,503,14420.871547
470,503,14439.087318
137,148,14444.45364
1091,1102,14484.060437
90,103,14487.776816
363,382,14501.514551
649,664,14525.416601
443,460,14541.812249
85,102,14545.559128
92,101,14549.212276
85,102,14552.930977
115,128,14557.606389
1207,1232,14601.499731
237,248,14610.353817
227,238,14618.724128
961,978,14654.115298
93,106,14657.977335
243,258,14667.622112
73,86,14670.710298
41,54,14672.750671
124,129,14677.428568
59,68,14679.972114
319,332,14692.245134
240,247,14701.222467
316,333,14713.305292
325,330,14725.486648
230,241,14734.214501
91,102,14737.879056
217,234,14746.522161
58,67,14749.028114
68,77,14751.975082
437,460,14768.727027
89,102,14772.388679
69,82,14775.480926
92,105,14779.285609
98,109,14783.219512
279,290,14793.87338
123,134,14798.778044
202,215,14806.75845
93,102,14810.475079
343,364,14823.865838
647,664,14848.28426
51,60,14850.519925
338,359,14863.814163
320,335,14876.133676
518,539,14896.017422
11,22,14896.781105
121,132,14901.689822
129,140,14906.852944
91,104,14910.711661
75,84,14913.848896
267,282,14924.329074
86,95,14927.735996
89,102,14931.625041
1086,1099,14971.640461
208,219,14979.318329
24,35,14980.565119
142,157,14986.212089
299,316,14997.415443
152,167,15003.400586
327,352,15015.926049
123,134,15020.733247
57,66,15023.106401
454,477,15040.173712
243,256,15049.358115
952,977,15084.364711
145,154,15089.909092
144,157,15095.474976
433,450,15111.464279
584,609,15133.07705
63,84,15136.07128
512,537,15155.237555
897,914,15188.025158
293,300,15198.919799
74,83,15201.912471
231,242,15210.604405
210,227,15218.748641
107,120,15223.105029
587,604,15244.795374
220,229,15252.92742
124,131,15257.71698
359,380,15271.340017
183,190,15278.122215
1150,1191,15320.45308
175,190,15327.339193
63,76,15330.073887
574,603,15351.922613
122,133,15356.776943
1095,1128,15397.378139
59,72,15400.040235
682,707,15425.345181
358,367,15438.544818
180,205,15445.892263
316,331,15457.92297
117,126,15462.68691
239,248,15471.679254
101,114,15475.822737
126,137,15480.881894
75,88,15484.127896
49,62,15486.382225
216,229,15494.520832
52,61,15496.748667
66,79,15499.712589
434,455,15517.684755
92,105,15521.902625
1077,1100,15561.935795
83,92,15565.229816
831,852,15596.150422
335,352,15608.696761
276,289,15619.028887
446,461,15635.377167
62,71,15637.8422
114,131,15642.55634
210,227,15650.736081
47,56,15652.780232
95,104,15656.535447
79,88,15659.70709
87,100,15663.392086
472,487,15680.614515
335,352,15693.18977
177,190,15699.936911
161,174,15706.347705
104,117,15710.454842
484,495,15728.143816
826,851,15758.477535
213,230,15766.709107
75,84,15769.777076
72,85,15772.859362
433,450,15789.071822
849,872,15820.214424
83,92,15823.473772
210,227,15831.777842
348,365,15845.166985
100,117,15849.477352
216,227,15857.802095
457,474,15875.192445
210,227,15883.607405
401,414,15898.376778
227,238,15906.861282
77,86,15909.907676
145,158,15915.63756
50,59,15917.783224
211,220,15925.606588
349,362,15938.52657
66,83,15941.540925
93,102,15945.280266
184,209,15953.083914
347,364,15966.249945
353,376,15979.742843
214,227,15987.93278
1171,1218,16031.610173
63,76,16034.322417
346,363,16047.305901
476,497,16065.208505
276,289,16075.626872
181,206,16083.074086
356,381,16096.803081
81,90,16100.056561
362,373,16113.570237
60,85,16116.661835
434,437,16132.23908
57,78,16135.141573
1226,1141,16176.235057
109,122,16180.668738
65,82,16183.672293
90,103,16187.568344
944,971,16222.140948
347,356,16234.92849
206,227,16243.140431
89,102,16246.963211
114,123,16251.423538
79,88,16254.628715
61,70,16257.226979
444,453,16273.695638
77,86,16276.969935
833,854,16307.481829
393,414,16322.498641
57,66,16324.888188
39,48,16326.650723
180,201,16333.882014
704,727,16360.505679
1082,1109,16401.44341
60,69,16404.036273
204,233,16412.590125
821,852,16443.850536
334,349,16456.703699
348,373,16470.377795
852,877,16502.445434
100,113,16506.501842
46,55,16508.63915
160,173,16515.009606
943,960,16550.30008
36,45,16551.976496
249,258,16561.557512
190,207,16569.125351
24,39,16570.593899
54,63,16572.961352
304,317,16584.874281
9,20,16585.644893
460,477,16603.545741
1178,1207,16646.694199
73,82,16649.734928
187,200,16656.946875
330,347,16669.386388
300,313,16680.682047
65,78,16683.534452
359,372,16697.066742
268,285,16707.132174
469,478,16724.282678
48,57,16726.361107
234,247,16735.274722
50,63,16737.589434
64,77,16740.371037
84,93,16743.654351
209,218,16751.493154
9,20,16752.216376
45,54,16754.105178
67,76,16756.90924
210,227,16765.035338
25,36,16766.316376
275,284,16776.622679
234,247,16785.538743
71,84,16788.561653
366,381,16802.184378
342,363,16815.255684
104,113,16819.379898
224,229,16827.594062
437,450,16843.647459
24,35,16844.867847
264,277,16854.86895
8,19,16855.52631
395,416,16870.256958
74,83,16873.20118
240,247,16881.959969
165,174,16888.209454
314,335,16900.205831
41,50,16902.088513
978,1001,16937.97647
50,59,16940.136899
319,328,16951.840667
626,657,16975.581362
335,352,16988.186543
52,65,16990.559744
624,641,17013.47996
356,373,17026.696048
93,102,17030.452204
333,354,17043.339409
89,102,17047.054655
25,36,17048.406933
474,499,17066.497941
24,35,17067.831998
115,126,17072.38927
1198,1227,17116.780617
539,564,17137.290374
70,79,17140.188442
625,656,17163.920253
95,104,17167.625702
73,94,17170.980806
97,106,17174.870681
153,164,17180.792604
432,445,17196.869028
865,880,17228.811013
67,76,17231.607873
38,51,17233.457979
25,36,17234.782885
71,80,17237.801531
37,46,17239.459204
67,80,17242.477826
224,231,17250.759263
122,131,17255.626382
76,85,17258.704969
20,31,17259.863346
38,47,17261.524326
195,200,17268.919564
62,75,17271.6942
189,202,17279.095448
264,277,17289.119848
704,721,17315.272732
44,53,17317.179565
277,290,17327.48942
24,35,17328.77882
720,727,17354.791074
307,314,17366.178359
214,227,17374.26038
68,77,17376.982169
291,308,17387.952806
77,86,17391.021981
90,99,17394.63495
706,717,17420.302519
322,329,17432.134176
785,802,17460.70043
35,44,17462.288288
24,35,17463.592756
102,111,17467.634153
236,241,17476.285318
77,86,17479.323447
486,497,17497.254782
582,611,17519.204671
119,128,17523.912091
633,648,17547.430925
235,248,17556.373936
126,137,17561.395003
380,393,17575.473201
24,39,17576.90466
306,313,17588.128889
1217,1132,17628.863247
548,567,17649.471009
264,273,17659.325309
68,77,17662.157513
329,344,17674.582577
124,135,17679.375775
89,102,17683.01953
69,82,17686.095231
130,137,17691.060483
238,251,17700.115378
387,412,17714.832158
24,39,17716.257846
92,101,17719.963732
562,581,17741.042368
63,80,17743.883194
372,381,17757.568311
93,102,17761.35613
58,67,17763.833818
525,526,17782.708524
393,414,17797.635424
447,460,17814.227376
35,44,17815.846703
879,896,17848.050354
112,121,17852.412107
764,785,17880.587346
368,379,17894.359234
46,55,17896.34525
48,57,17898.413183
241,254,17907.513029
255,268,17917.190373
67,80,17920.089383
62,71,17922.732655
221,234,17931.232021
71,80,17934.200921
91,100,17937.830293
87,100,17941.428684
97,110,17945.393536
145,164,17951.267498
137,142,17956.44627
585,602,17978.174634
505,512,17996.64115
93,102,18000.377525
364,369,18013.549266
212,217,18021.278554
149,158,18027.106461
76,85,18030.09123
205,212,18037.7831
399,414,18052.561303
373,390,18066.664877
24,39,18068.114508
45,54,18070.046507
323,336,18082.051828
218,227,18090.389377
470,477,18107.5022
70,79,18110.417684
81,94,18113.864009
681,702,18139.118717
155,160,18144.971581
67,84,18148.017575
608,615,18170.077994
77,86,18173.164134
73,90,18176.409647
282,289,18186.760329
882,891,18218.723616
700,727,18245.097306
747,754,18272.13893
346,349,18284.73936
153,160,18290.497948
235,236,18299.006126
196,203,18306.264848
36,45,18307.886359
1131,1146,18349.029952
262,267,18358.604597
51,68,18361.066206
66,75,18363.842273
349,352,18376.361116
151,160,18382.17001
93,102,18385.846694
134,141,18390.897271
188,199,18398.083619
557,574,18418.796603
347,366,18431.968188
122,131,18436.685551
93,102,18440.384353
144,151,18445.814477
198,207,18453.075797
220,227,18461.207527
55,64,18463.528813
45,54,18465.56449
77,98,18469.111285
33,42,18470.623665
324,335,18482.758423
85,102,18486.506156
1216,1227,18529.931076
150,163,18535.751678
429,436,18551.261026
318,323,18562.947022
189,200,18569.996861
60,73,18572.609151
186,203,18579.869056
517,542,18599.250048
351,352,18611.667826
402,415,18626.25385
115,120,18630.522686
190,201,18637.717591
74,81,18640.657992
225,228,18648.970387
87,94,18652.249962
995,986,18687.404002
56,69,18689.89452
93,102,18693.525114
771,776,18720.929639
75,82,18723.851783
68,77,18726.561522
72,81,18729.51762
218,227,18737.519315
51,60,18739.714524
81,90,18743.037424
49,58,18745.117735
520,539,18764.160908
410,417,18779.09245
1175,1192,18821.340846
255,268,18830.738063
57,66,18833.132517
194,209,18840.575629
341,352,18852.980116
155,164,18858.774453
808,825,18888.02887
72,85,18891.111248
70,79,18893.941644
560,569,18914.281652
532,537,18933.381358
86,93,18936.787211
66,75,18939.459699
183,208,18946.924176
142,151,18952.322012
687,694,18977.064557
191,200,18984.161093
43,52,18986.021602
58,67,18988.465492
174,181,18995.035944
88,95,18998.483704
180,201,19005.589614
1215,1254,19050.07082
244,253,19058.95456
60,81,19061.875718
182,199,19068.955887
494,505,19087.031529
66,75,19089.819299
89,102,19093.395931
586,603,19114.737252
1164,1185,19156.519145
79,88,19159.645692
68,89,19162.893668
897,914,19196.163438
45,74,19199.023618
769,792,19228.185234
43,56,19230.273122
42,51,19232.126263
512,531,19251.288657
583,602,19272.790459
157,174,19279.038541
171,192,19285.838648
112,123,19290.270862
171,200,19297.461732
153,162,19303.182827
210,227,19311.456888
201,222,19319.370163
43,52,19321.257304
63,72,19323.787759
981,994,19359.110927
1207,1216,19402.419768
174,183,19409.103247
1037,1080,19447.531719
71,80,19450.385788
71,80,19453.215804
98,103,19456.949187
532,539,19476.025292
62,83,19479.034681
1064,1069,19516.831365
646,665,19540.54758
528,539,19559.779377
593,602,19581.23419
81,94,19584.556821
57,66,19587.060456
394,403,19601.647622
1187,1204,19644.622625
87,100,19648.214038
1027,1036,19685.203024
70,87,19688.273301
421,450,19704.248872
189,194,19711.170302
210,227,19719.240545
169,206,19726.677694
80,89,19729.813964
232,239,19738.332602
160,169,19744.400644
569,576,19764.926618
67,76,19767.657248
920,929,19800.706567
71,78,19803.598747
488,495,19821.151972
278,287,19831.447599
24,39,19832.922355
317,330,19844.940125
498,519,19863.606104
912,917,19896.452207
66,79,19899.264382
339,352,19911.972079
81,90,19915.302274
218,227,19923.272782
62,75,19925.992202
1277,1200,19969.020395
89,102,19972.775503
46,55,19974.702531
1064,1097,20014.089216
61,82,20017.028577
1147,1164,20058.888488
1203,1218,20102.57421
9,20,20103.300738
1213,1216,20147.371029
1134,1139,20188.355915
24,35,20189.696644
1251,1140,20231.613
361,376,20245.433217
48,57,20247.562017
11,22,20248.435716
313,328,20260.420212
12,23,20261.344525
67,92,20264.817028
468,477,20282.340692
40,49,20284.106485
69,82,20287.249686
157,166,20293.33796
593,620,20315.881427
375,380,20329.730103
147,164,20335.995729
1122,1133,20377.436023
85,102,20381.268741
1103,1102,20421.632185
432,451,20438.191046
425,430,20454.395861
19,30,20455.527954
584,609,20477.64424
706,727,20503.800617
177,206,20511.241332
93,102,20514.888587
1284,1201,20557.7333
115,130,20562.525329
1254,1183,20604.764952
1236,1167,20646.374062
190,199,20653.593073
44,53,20655.544057
122,131,20660.359946
82,95,20663.811385
122,133,20668.618117
270,275,20678.538282
174,183,20685.081688
206,227,20693.287199
681,716,20719.035563
24,39,20720.501855
183,188,20727.354852
534,539,20746.601359
334,339,20758.856766
33,42,20760.362238
437,486,20777.787634
442,455,20794.088185
1147,1152,20835.40356
59,68,20837.957938
1245,1148,20879.106873
72,85,20882.275689
776,789,20910.338123
915,946,20944.105993
351,360,20957.105931
823,830,20986.923806
942,955,21022.255365
360,357,21035.475559
49,62,21037.800899
62,71,21040.50097
191,196,21047.820405
93,102,21051.820633
828,825,21082.304404
445,446,21098.611134
47,56,21100.773612
218,227,21109.327815
1249,1146,21151.518635
216,227,21160.120712
1224,1227,21205.534194
1285,1200,21250.057372
448,461,21266.815076
172,197,21273.892033
923,948,21307.750542
922,941,21341.528301
65,74,21344.217273
184,189,21351.029312
190,215,21358.782824
120,127,21363.45724
1188,1197,21406.712533
468,479,21424.038447
50,59,21426.21382
61,82,21429.134694
49,58,21431.309643
439,446,21447.27991
70,83,21450.329149
61,70,21452.967332
251,256,21462.279311
138,153,21467.846746
348,357,21480.811985
303,320,21492.645225
461,462,21509.365786
63,76,21512.112632
951,970,21546.947861
87,96,21550.569708
81,102,21554.409216
63,72,21557.088811
87,94,21560.567321
441,442,21576.911343
76,85,21580.110554
180,189,21587.200178
563,570,21608.232036
89,96,21611.795782
184,205,21619.360923
563,592,21641.137818
24,39,21642.567232
516,527,21661.919275
374,379,21675.897156
555,564,21696.54996
66,79,21699.477614
93,102,21703.443759
24,39,21704.964692
112,127,21709.74618
199,210,21717.294058
831,852,21747.8583
344,349,21760.496059
24,35,21761.702332
214,223,21769.762831
67,74,21772.562131
28,39,21773.974308
187,192,21780.863726
877,890,21816.688748
856,875,21852.453739
134,139,21858.068316
727,758,21888.866096
8,19,21889.707234
217,224,21898.547886
359,366,21911.644896
24,39,21913.130789
61,70,21915.654783
89,102,21919.449044
455,468,21936.430052
55,64,21938.769877
1007,1024,21975.498062
24,39,21976.997946
935,946,22011.228882
1249,1256,22056.322692
699,714,22082.078541
54,67,22084.487908
155,174,22090.922714
949,962,22125.359022
1046,1067,22163.693453
687,700,22188.983808
939,960,22223.415909
250,265,22232.893924
225,226,22241.087541
1131,1164,22283.294449
211,220,22291.3523
190,197,22298.455332
202,215,22306.342371
44,53,22308.313491
569,580,22329.451686
1145,1164,22371.244703
948,955,22405.277565
320,337,22417.467824
319,328,22429.105577
533,546,22448.58993
63,72,22451.157287
90,99,22454.688416
69,78,22457.551237
321,332,22469.417972
790,827,22498.710085
928,949,22532.710562
120,131,22537.400962
1228,1223,22580.745844
274,289,22591.038023
315,336,22603.091287
75,84,22606.136943
229,234,22614.472129
56,65,22616.829725
823,830,22646.359332
55,64,22648.69021
872,885,22680.932396
852,867,22712.79878
797,822,22743.892222
107,112,22747.962231
24,39,22749.409876
169,176,22755.797509
685,694,22780.650079
201,206,22788.05585
825,852,22818.60847
595,602,22840.117811
67,80,22843.026709
1232,1235,22887.229839
819,830,22916.929623
190,197,22923.92209
491,518,22942.442333
214,227,22952.348986
469,478,22969.794003
24,39,22971.255427
1220,1227,23016.374604
419,448,23032.74207
85,102,23036.500208
1256,1183,23079.911332
472,489,23097.979606
421,432,23113.890089
744,743,23141.200064
692,703,23166.904962
120,129,23171.756678
54,63,23174.068326
28,39,23175.525631
748,767,23203.876078
14,25,23204.855776
822,823,23235.141417
24,39,23236.633414
611,632,23259.902605
244,253,23269.067099
1210,1231,23314.207131
47,56,23316.289319
1008,1023,23353.82189
739,742,23381.084002
14,25,23382.033405
117,122,23386.453107
62,71,23388.991684
887,904,23422.125704
54,63,23424.485249
174,179,23431.137725
222,227,23439.563867
1081,1080,23479.283591
920,947,23513.926337
155,164,23519.986464
67,76,23522.743537
524,527,23542.09254
563,568,23563.083713
49,62,23565.477846
960,975,23601.43262
155,164,23607.493076
304,317,23619.236598
59,72,23621.855376
139,146,23627.192615
1052,1069,23666.565019
44,53,23668.603389
8,19,23669.294195
12,23,23670.199183
1228,1127,23711.7277
57,66,23714.114921
43,56,23716.164024
228,229,23724.665947
426,437,23740.888026
1060,1085,23780.813343
89,102,23784.572271
603,628,23807.869759
89,102,23811.659709
540,561,23832.285694
436,439,23848.408966
20,39,23849.895058
66,75,23852.720076
46,59,23854.833207
62,71,23857.553027
66,75,23860.379676
8,19,23861.158361
1005,1014,23898.357091
31,42,23899.974699
424,427,23915.280602
1191,1192,23958.923223
88,95,23962.444823
1085,1080,24001.618865
16,27,24002.649799
522,545,24022.530511
388,405,24037.535685
251,256,24046.845861
889,914,24079.512465
28,39,24081.000891
573,604,24102.601423
189,196,24109.598248
24,35,24110.791204
436,485,24128.19491
208,225,24136.077514
98,103,24139.806345
83,92,24143.022641
66,75,24145.705789
818,819,24174.941357
472,473,24192.060603
213,234,24200.522073
218,227,24208.84541
157,164,24214.7454
538,539,24234.134924
986,997,24270.54317
317,318,24282.290455
151,164,24288.351997
43,56,24290.382442
57,66,24292.850565
1069,1118,24334.060847
70,79,24336.97945
44,57,24339.103011
128,135,24344.08345
722,727,24370.80612
316,327,24382.853357
82,91,24386.221717
511,514,24404.913906
60,69,24407.519473
1055,1066,24446.390737
1070,1095,24486.395395
568,589,24508.120644
1022,1039,24546.295198
11,22,24547.227252
347,352,24560.122933
214,227,24568.395167
593,602,24590.453953
37,48,24592.232193
1097,1102,24632.779898
153,164,24638.743985
329,336,24651.042348
85,102,24654.778967
17,28,24655.856924
341,352,24668.793107
941,944,24703.5611
73,82,24706.636239
597,602,24728.999526
211,218,24736.892814
455,460,24753.861925
222,229,24762.254078
195,200,24769.515013
79,86,24772.67659
451,454,24789.399734
272,277,24799.552087
304,313,24811.043295
